Index no.,flight_code,source_city,time_taken,stop,destinate_city,price,dep_time_category,arr_time_category,Days_Left,Flight Class
18440,6E-131,Bangalore,445,1-stop,Mumbai,5178,Early Morning,Afternoon,19,Economy
18441,6E-161,Bangalore,365,1-stop,Mumbai,6092,Afternoon,Evening,19,Economy
18442,6E-6345,Bangalore,415,1-stop,Mumbai,6092,Afternoon,Evening,19,Economy
18443,6E-161,Bangalore,250,1-stop,Mumbai,7919,Afternoon,Evening,19,Economy
18444,6E-6345,Bangalore,300,1-stop,Mumbai,7919,Afternoon,Evening,19,Economy
18445,0,Bangalore,290,1-stop,Mumbai,8832,Evening,Night,19,Economy
18446,6E-806,Bangalore,450,1-stop,Mumbai,9746,Evening,Night,19,Economy
18447,6E-6464,Bangalore,100,non-stop,Mumbai,2201,Early Morning,Early Morning,20,Economy
18448,6E-5365,Bangalore,110,non-stop,Mumbai,2201,Early Morning,Morning,20,Economy
18449,6E-5344,Bangalore,115,non-stop,Mumbai,2201,Night,Night,20,Economy
18450,6E-5203,Bangalore,120,non-stop,Mumbai,2201,Evening,Night,20,Economy
18451,6E-332,Bangalore,120,non-stop,Mumbai,2201,Night,Night,20,Economy
18452,6E-5389,Bangalore,110,non-stop,Mumbai,2309,Evening,Evening,20,Economy
18453,6E-5323,Bangalore,110,non-stop,Mumbai,2572,Morning,Morning,20,Economy
18454,6E-5399,Bangalore,110,non-stop,Mumbai,2572,Afternoon,Afternoon,20,Economy
18455,6E-295,Bangalore,105,non-stop,Mumbai,3149,Evening,Evening,20,Economy
18456,0,Bangalore,425,1-stop,Mumbai,3957,Evening,Night,20,Economy
18457,6E-6257,Bangalore,235,1-stop,Mumbai,4190,Early Morning,Morning,20,Economy
18458,6E-638,Bangalore,245,1-stop,Mumbai,4190,Evening,Night,20,Economy
18459,6E-6067,Bangalore,265,1-stop,Mumbai,4190,Evening,Night,20,Economy
18460,6E-484,Bangalore,305,1-stop,Mumbai,4190,Early Morning,Afternoon,20,Economy
18461,6E-6257,Bangalore,365,1-stop,Mumbai,4190,Early Morning,Afternoon,20,Economy
18462,6E-6491,Bangalore,370,1-stop,Mumbai,4190,Afternoon,Evening,20,Economy
18463,6E-6067,Bangalore,425,1-stop,Mumbai,4190,Evening,Night,20,Economy
18464,6E-6491,Bangalore,460,1-stop,Mumbai,4190,Afternoon,Night,20,Economy
18465,6E-6445,Bangalore,375,1-stop,Mumbai,4349,Early Morning,Afternoon,20,Economy
18466,6E-6212,Bangalore,250,1-stop,Mumbai,4554,Morning,Afternoon,20,Economy
18467,6E-541,Bangalore,345,1-stop,Mumbai,4554,Morning,Afternoon,20,Economy
18468,6E-6017,Bangalore,365,1-stop,Mumbai,4554,Evening,Night,20,Economy
18469,6E-841,Bangalore,440,1-stop,Mumbai,4554,Afternoon,Night,20,Economy
18470,6E-357,Bangalore,460,1-stop,Mumbai,4554,Night,Early Morning,20,Economy
18471,0,Bangalore,290,1-stop,Mumbai,4557,Evening,Night,20,Economy
18472,6E-806,Bangalore,450,1-stop,Mumbai,4557,Evening,Night,20,Economy
18473,6E-886,Bangalore,435,1-stop,Mumbai,4819,Morning,Evening,20,Economy
18474,6E-113,Bangalore,350,1-stop,Mumbai,4970,Morning,Afternoon,20,Economy
18475,6E-841,Bangalore,295,1-stop,Mumbai,5127,Afternoon,Evening,20,Economy
18476,6E-841,Bangalore,355,1-stop,Mumbai,5127,Afternoon,Night,20,Economy
18477,6E-131,Bangalore,255,1-stop,Mumbai,5178,Early Morning,Morning,20,Economy
18478,6E-379,Bangalore,305,1-stop,Mumbai,5178,Morning,Afternoon,20,Economy
18479,6E-807,Bangalore,410,1-stop,Mumbai,5178,Morning,Evening,20,Economy
18480,6E-131,Bangalore,445,1-stop,Mumbai,5178,Early Morning,Afternoon,20,Economy
18481,6E-7227,Bangalore,460,1-stop,Mumbai,5178,Early Morning,Afternoon,20,Economy
18482,6E-161,Bangalore,365,1-stop,Mumbai,5635,Afternoon,Evening,20,Economy
18483,6E-161,Bangalore,250,1-stop,Mumbai,6092,Afternoon,Evening,20,Economy
18484,6E-6345,Bangalore,415,1-stop,Mumbai,6092,Afternoon,Evening,20,Economy
18485,6E-6345,Bangalore,300,1-stop,Mumbai,6548,Afternoon,Evening,20,Economy
18486,6E-6464,Bangalore,100,non-stop,Mumbai,2201,Early Morning,Early Morning,21,Economy
18487,6E-5365,Bangalore,110,non-stop,Mumbai,2201,Early Morning,Morning,21,Economy
18488,6E-5389,Bangalore,110,non-stop,Mumbai,2201,Evening,Evening,21,Economy
18489,6E-5344,Bangalore,115,non-stop,Mumbai,2201,Night,Night,21,Economy
18490,6E-5203,Bangalore,120,non-stop,Mumbai,2201,Evening,Night,21,Economy
18491,6E-332,Bangalore,120,non-stop,Mumbai,2201,Night,Night,21,Economy
18492,6E-5323,Bangalore,110,non-stop,Mumbai,2309,Morning,Morning,21,Economy
18493,6E-5399,Bangalore,110,non-stop,Mumbai,2309,Afternoon,Afternoon,21,Economy
18494,6E-295,Bangalore,105,non-stop,Mumbai,2414,Evening,Evening,21,Economy
18495,0,Bangalore,425,1-stop,Mumbai,3957,Evening,Night,21,Economy
18496,6E-6257,Bangalore,235,1-stop,Mumbai,4190,Early Morning,Morning,21,Economy
18497,6E-6067,Bangalore,265,1-stop,Mumbai,4190,Evening,Night,21,Economy
18498,6E-6339,Bangalore,295,1-stop,Mumbai,4190,Early Morning,Morning,21,Economy
18499,6E-484,Bangalore,305,1-stop,Mumbai,4190,Early Morning,Afternoon,21,Economy
18500,6E-6257,Bangalore,365,1-stop,Mumbai,4190,Early Morning,Afternoon,21,Economy
18501,6E-6491,Bangalore,370,1-stop,Mumbai,4190,Afternoon,Evening,21,Economy
18502,6E-6339,Bangalore,425,1-stop,Mumbai,4190,Early Morning,Afternoon,21,Economy
18503,6E-6067,Bangalore,425,1-stop,Mumbai,4190,Evening,Night,21,Economy
18504,6E-6491,Bangalore,460,1-stop,Mumbai,4190,Afternoon,Night,21,Economy
18505,6E-113,Bangalore,350,1-stop,Mumbai,4550,Morning,Afternoon,21,Economy
18506,6E-6445,Bangalore,375,1-stop,Mumbai,4550,Early Morning,Afternoon,21,Economy
18507,6E-6212,Bangalore,250,1-stop,Mumbai,4554,Morning,Afternoon,21,Economy
18508,6E-541,Bangalore,345,1-stop,Mumbai,4554,Morning,Afternoon,21,Economy
18509,6E-841,Bangalore,355,1-stop,Mumbai,4554,Afternoon,Night,21,Economy
18510,6E-6017,Bangalore,365,1-stop,Mumbai,4554,Evening,Night,21,Economy
18511,6E-841,Bangalore,440,1-stop,Mumbai,4554,Afternoon,Night,21,Economy
18512,6E-638,Bangalore,245,1-stop,Mumbai,4819,Evening,Night,21,Economy
18513,6E-886,Bangalore,435,1-stop,Mumbai,4819,Morning,Evening,21,Economy
18514,6E-841,Bangalore,295,1-stop,Mumbai,5127,Afternoon,Evening,21,Economy
18515,6E-131,Bangalore,255,1-stop,Mumbai,5178,Early Morning,Morning,21,Economy
18516,6E-379,Bangalore,305,1-stop,Mumbai,5178,Morning,Afternoon,21,Economy
18517,6E-807,Bangalore,410,1-stop,Mumbai,5178,Morning,Evening,21,Economy
18518,6E-131,Bangalore,445,1-stop,Mumbai,5178,Early Morning,Afternoon,21,Economy
18519,6E-161,Bangalore,365,1-stop,Mumbai,5665,Afternoon,Evening,21,Economy
18520,6E-6345,Bangalore,415,1-stop,Mumbai,5980,Afternoon,Evening,21,Economy
18521,0,Bangalore,290,1-stop,Mumbai,6092,Evening,Night,21,Economy
18522,6E-806,Bangalore,450,1-stop,Mumbai,6275,Evening,Night,21,Economy
18523,6E-161,Bangalore,250,1-stop,Mumbai,6548,Afternoon,Evening,21,Economy
18524,6E-6345,Bangalore,300,1-stop,Mumbai,7462,Afternoon,Evening,21,Economy
18525,6E-6464,Bangalore,100,non-stop,Mumbai,2201,Early Morning,Early Morning,22,Economy
18526,6E-5365,Bangalore,110,non-stop,Mumbai,2201,Early Morning,Morning,22,Economy
18527,6E-5323,Bangalore,110,non-stop,Mumbai,2201,Morning,Morning,22,Economy
18528,6E-5344,Bangalore,115,non-stop,Mumbai,2201,Night,Night,22,Economy
18529,6E-332,Bangalore,120,non-stop,Mumbai,2201,Night,Night,22,Economy
18530,6E-295,Bangalore,105,non-stop,Mumbai,2309,Evening,Evening,22,Economy
18531,6E-5399,Bangalore,110,non-stop,Mumbai,2309,Afternoon,Afternoon,22,Economy
18532,6E-5389,Bangalore,110,non-stop,Mumbai,2309,Evening,Evening,22,Economy
18533,6E-5203,Bangalore,120,non-stop,Mumbai,2309,Evening,Night,22,Economy
18534,0,Bangalore,290,1-stop,Mumbai,3957,Evening,Night,22,Economy
18535,0,Bangalore,425,1-stop,Mumbai,3957,Evening,Night,22,Economy
18536,6E-6257,Bangalore,235,1-stop,Mumbai,4190,Early Morning,Morning,22,Economy
18537,6E-6067,Bangalore,265,1-stop,Mumbai,4190,Evening,Night,22,Economy
18538,6E-484,Bangalore,305,1-stop,Mumbai,4190,Early Morning,Afternoon,22,Economy
18539,6E-6257,Bangalore,365,1-stop,Mumbai,4190,Early Morning,Afternoon,22,Economy
18540,6E-6491,Bangalore,370,1-stop,Mumbai,4190,Afternoon,Evening,22,Economy
18541,6E-6491,Bangalore,460,1-stop,Mumbai,4190,Afternoon,Night,22,Economy
18542,6E-6067,Bangalore,425,1-stop,Mumbai,4339,Evening,Night,22,Economy
18543,6E-113,Bangalore,350,1-stop,Mumbai,4349,Morning,Afternoon,22,Economy
18544,6E-6445,Bangalore,375,1-stop,Mumbai,4349,Early Morning,Afternoon,22,Economy
18545,6E-806,Bangalore,450,1-stop,Mumbai,4435,Evening,Night,22,Economy
18546,6E-6017,Bangalore,365,1-stop,Mumbai,4554,Evening,Night,22,Economy
18547,6E-841,Bangalore,440,1-stop,Mumbai,4554,Afternoon,Night,22,Economy
18548,6E-357,Bangalore,460,1-stop,Mumbai,4554,Night,Early Morning,22,Economy
18549,6E-886,Bangalore,435,1-stop,Mumbai,4819,Morning,Evening,22,Economy
18550,6E-638,Bangalore,245,1-stop,Mumbai,4968,Evening,Night,22,Economy
18551,6E-6212,Bangalore,250,1-stop,Mumbai,5127,Morning,Afternoon,22,Economy
18552,6E-841,Bangalore,295,1-stop,Mumbai,5127,Afternoon,Evening,22,Economy
18553,6E-541,Bangalore,345,1-stop,Mumbai,5127,Morning,Afternoon,22,Economy
18554,6E-841,Bangalore,355,1-stop,Mumbai,5127,Afternoon,Night,22,Economy
18555,6E-161,Bangalore,250,1-stop,Mumbai,5178,Afternoon,Evening,22,Economy
18556,6E-131,Bangalore,255,1-stop,Mumbai,5178,Early Morning,Morning,22,Economy
18557,6E-379,Bangalore,305,1-stop,Mumbai,5178,Morning,Afternoon,22,Economy
18558,6E-807,Bangalore,410,1-stop,Mumbai,5178,Morning,Evening,22,Economy
18559,6E-131,Bangalore,445,1-stop,Mumbai,5178,Early Morning,Afternoon,22,Economy
18560,6E-7227,Bangalore,460,1-stop,Mumbai,5178,Early Morning,Afternoon,22,Economy
18561,6E-161,Bangalore,365,1-stop,Mumbai,5635,Afternoon,Evening,22,Economy
18562,6E-6345,Bangalore,415,1-stop,Mumbai,5635,Afternoon,Evening,22,Economy
18563,6E-6345,Bangalore,300,1-stop,Mumbai,6092,Afternoon,Evening,22,Economy
18564,6E-6464,Bangalore,100,non-stop,Mumbai,2201,Early Morning,Early Morning,23,Economy
18565,6E-5365,Bangalore,110,non-stop,Mumbai,2201,Early Morning,Morning,23,Economy
18566,6E-5389,Bangalore,110,non-stop,Mumbai,2201,Evening,Evening,23,Economy
18567,6E-5344,Bangalore,115,non-stop,Mumbai,2201,Night,Night,23,Economy
18568,6E-5203,Bangalore,120,non-stop,Mumbai,2201,Evening,Night,23,Economy
18569,6E-332,Bangalore,120,non-stop,Mumbai,2201,Night,Night,23,Economy
18570,6E-5323,Bangalore,110,non-stop,Mumbai,2729,Morning,Morning,23,Economy
18571,6E-5399,Bangalore,110,non-stop,Mumbai,2939,Afternoon,Afternoon,23,Economy
18572,6E-295,Bangalore,105,non-stop,Mumbai,3149,Evening,Evening,23,Economy
18573,0,Bangalore,425,1-stop,Mumbai,3957,Evening,Night,23,Economy
18574,0,Bangalore,290,1-stop,Mumbai,4171,Evening,Night,23,Economy
18575,6E-806,Bangalore,450,1-stop,Mumbai,4171,Evening,Night,23,Economy
18576,6E-6257,Bangalore,235,1-stop,Mumbai,4190,Early Morning,Morning,23,Economy
18577,6E-638,Bangalore,245,1-stop,Mumbai,4190,Evening,Night,23,Economy
18578,6E-6067,Bangalore,265,1-stop,Mumbai,4190,Evening,Night,23,Economy
18579,6E-6339,Bangalore,295,1-stop,Mumbai,4190,Early Morning,Morning,23,Economy
18580,6E-6491,Bangalore,370,1-stop,Mumbai,4190,Afternoon,Evening,23,Economy
18581,6E-6067,Bangalore,425,1-stop,Mumbai,4190,Evening,Night,23,Economy
18582,6E-484,Bangalore,305,1-stop,Mumbai,4339,Early Morning,Afternoon,23,Economy
18583,6E-6257,Bangalore,365,1-stop,Mumbai,4339,Early Morning,Afternoon,23,Economy
18584,6E-6339,Bangalore,425,1-stop,Mumbai,4339,Early Morning,Afternoon,23,Economy
18585,6E-6445,Bangalore,375,1-stop,Mumbai,4349,Early Morning,Afternoon,23,Economy
18586,6E-841,Bangalore,355,1-stop,Mumbai,4554,Afternoon,Night,23,Economy
18587,6E-6017,Bangalore,365,1-stop,Mumbai,4554,Evening,Night,23,Economy
18588,6E-841,Bangalore,440,1-stop,Mumbai,4554,Afternoon,Night,23,Economy
18589,6E-357,Bangalore,460,1-stop,Mumbai,4554,Night,Early Morning,23,Economy
18590,6E-886,Bangalore,435,1-stop,Mumbai,4819,Morning,Evening,23,Economy
18591,6E-841,Bangalore,295,1-stop,Mumbai,5127,Afternoon,Evening,23,Economy
18592,6E-131,Bangalore,255,1-stop,Mumbai,5178,Early Morning,Morning,23,Economy
18593,6E-379,Bangalore,305,1-stop,Mumbai,5178,Morning,Afternoon,23,Economy
18594,6E-113,Bangalore,350,1-stop,Mumbai,5178,Morning,Afternoon,23,Economy
18595,6E-807,Bangalore,410,1-stop,Mumbai,5178,Morning,Evening,23,Economy
18596,6E-131,Bangalore,445,1-stop,Mumbai,5178,Early Morning,Afternoon,23,Economy
18597,6E-161,Bangalore,250,1-stop,Mumbai,6548,Afternoon,Evening,23,Economy
18598,6E-6345,Bangalore,300,1-stop,Mumbai,7005,Afternoon,Evening,23,Economy
18599,6E-6345,Bangalore,415,1-stop,Mumbai,7462,Afternoon,Evening,23,Economy
18600,6E-6212,Bangalore,250,1-stop,Mumbai,7909,Morning,Afternoon,23,Economy
18601,6E-541,Bangalore,345,1-stop,Mumbai,7909,Morning,Afternoon,23,Economy
18602,6E-161,Bangalore,365,1-stop,Mumbai,8375,Afternoon,Evening,23,Economy
18603,6E-6464,Bangalore,100,non-stop,Mumbai,2201,Early Morning,Early Morning,24,Economy
18604,6E-5365,Bangalore,110,non-stop,Mumbai,2201,Early Morning,Morning,24,Economy
18605,6E-5323,Bangalore,110,non-stop,Mumbai,2201,Morning,Morning,24,Economy
18606,6E-5344,Bangalore,115,non-stop,Mumbai,2201,Night,Night,24,Economy
18607,6E-5399,Bangalore,110,non-stop,Mumbai,2309,Afternoon,Afternoon,24,Economy
18608,6E-5203,Bangalore,120,non-stop,Mumbai,2309,Evening,Night,24,Economy
18609,6E-332,Bangalore,120,non-stop,Mumbai,2309,Night,Night,24,Economy
18610,6E-5389,Bangalore,110,non-stop,Mumbai,2414,Evening,Evening,24,Economy
18611,6E-295,Bangalore,105,non-stop,Mumbai,2729,Evening,Evening,24,Economy
18612,0,Bangalore,425,1-stop,Mumbai,3957,Evening,Night,24,Economy
18613,6E-6257,Bangalore,235,1-stop,Mumbai,4190,Early Morning,Morning,24,Economy
18614,6E-6067,Bangalore,265,1-stop,Mumbai,4190,Evening,Night,24,Economy
18615,6E-6339,Bangalore,295,1-stop,Mumbai,4190,Early Morning,Morning,24,Economy
18616,6E-484,Bangalore,305,1-stop,Mumbai,4190,Early Morning,Afternoon,24,Economy
18617,6E-6257,Bangalore,365,1-stop,Mumbai,4190,Early Morning,Afternoon,24,Economy
18618,6E-6491,Bangalore,370,1-stop,Mumbai,4190,Afternoon,Evening,24,Economy
18619,6E-6339,Bangalore,425,1-stop,Mumbai,4190,Early Morning,Afternoon,24,Economy
18620,6E-6445,Bangalore,375,1-stop,Mumbai,4349,Early Morning,Afternoon,24,Economy
18621,6E-841,Bangalore,440,1-stop,Mumbai,4554,Afternoon,Night,24,Economy
18622,6E-638,Bangalore,245,1-stop,Mumbai,4759,Evening,Night,24,Economy
18623,6E-6067,Bangalore,425,1-stop,Mumbai,4759,Evening,Night,24,Economy
18624,6E-6212,Bangalore,250,1-stop,Mumbai,5127,Morning,Afternoon,24,Economy
18625,6E-541,Bangalore,345,1-stop,Mumbai,5127,Morning,Afternoon,24,Economy
18626,6E-131,Bangalore,255,1-stop,Mumbai,5178,Early Morning,Morning,24,Economy
18627,6E-379,Bangalore,305,1-stop,Mumbai,5178,Morning,Afternoon,24,Economy
18628,6E-113,Bangalore,350,1-stop,Mumbai,5178,Morning,Afternoon,24,Economy
18629,6E-6017,Bangalore,365,1-stop,Mumbai,5178,Evening,Night,24,Economy
18630,6E-807,Bangalore,410,1-stop,Mumbai,5178,Morning,Evening,24,Economy
18631,6E-886,Bangalore,435,1-stop,Mumbai,5178,Morning,Evening,24,Economy
18632,6E-131,Bangalore,445,1-stop,Mumbai,5178,Early Morning,Afternoon,24,Economy
18633,6E-841,Bangalore,355,1-stop,Mumbai,6548,Afternoon,Night,24,Economy
18634,0,Bangalore,290,1-stop,Mumbai,6748,Evening,Night,24,Economy
18635,6E-806,Bangalore,450,1-stop,Mumbai,6748,Evening,Night,24,Economy
18636,6E-841,Bangalore,295,1-stop,Mumbai,7462,Afternoon,Evening,24,Economy
18637,6E-161,Bangalore,365,1-stop,Mumbai,11263,Afternoon,Evening,24,Business
18638,6E-6345,Bangalore,415,1-stop,Mumbai,11263,Afternoon,Evening,24,Business
18639,6E-161,Bangalore,250,1-stop,Mumbai,11683,Afternoon,Evening,24,Business
18640,6E-6345,Bangalore,300,1-stop,Mumbai,11683,Afternoon,Evening,24,Business
18641,6E-6517,Bangalore,255,1-stop,Mumbai,11788,Morning,Afternoon,24,Business
18642,6E-6464,Bangalore,100,non-stop,Mumbai,2201,Early Morning,Early Morning,25,Economy
18643,6E-5365,Bangalore,110,non-stop,Mumbai,2201,Early Morning,Morning,25,Economy
18644,6E-5389,Bangalore,110,non-stop,Mumbai,2201,Evening,Evening,25,Economy
18645,6E-5344,Bangalore,115,non-stop,Mumbai,2201,Night,Night,25,Economy
18646,6E-5203,Bangalore,120,non-stop,Mumbai,2201,Evening,Night,25,Economy
18647,6E-332,Bangalore,120,non-stop,Mumbai,2201,Night,Night,25,Economy
18648,6E-5323,Bangalore,110,non-stop,Mumbai,2309,Morning,Morning,25,Economy
18649,6E-5399,Bangalore,110,non-stop,Mumbai,2414,Afternoon,Afternoon,25,Economy
18650,6E-295,Bangalore,105,non-stop,Mumbai,3569,Evening,Evening,25,Economy
18651,0,Bangalore,425,1-stop,Mumbai,3957,Evening,Night,25,Economy
18652,6E-6257,Bangalore,235,1-stop,Mumbai,4190,Early Morning,Morning,25,Economy
18653,6E-638,Bangalore,245,1-stop,Mumbai,4190,Evening,Night,25,Economy
18654,6E-6067,Bangalore,265,1-stop,Mumbai,4190,Evening,Night,25,Economy
18655,6E-484,Bangalore,305,1-stop,Mumbai,4190,Early Morning,Afternoon,25,Economy
18656,6E-6257,Bangalore,365,1-stop,Mumbai,4190,Early Morning,Afternoon,25,Economy
18657,6E-6491,Bangalore,370,1-stop,Mumbai,4190,Afternoon,Evening,25,Economy
18658,6E-6067,Bangalore,425,1-stop,Mumbai,4190,Evening,Night,25,Economy
18659,6E-6491,Bangalore,460,1-stop,Mumbai,4190,Afternoon,Night,25,Economy
18660,6E-6445,Bangalore,375,1-stop,Mumbai,4349,Early Morning,Afternoon,25,Economy
18661,6E-113,Bangalore,350,1-stop,Mumbai,4550,Morning,Afternoon,25,Economy
18662,6E-6212,Bangalore,250,1-stop,Mumbai,4554,Morning,Afternoon,25,Economy
18663,6E-541,Bangalore,345,1-stop,Mumbai,4554,Morning,Afternoon,25,Economy
18664,6E-841,Bangalore,355,1-stop,Mumbai,4554,Afternoon,Night,25,Economy
18665,6E-841,Bangalore,440,1-stop,Mumbai,4554,Afternoon,Night,25,Economy
18666,6E-357,Bangalore,460,1-stop,Mumbai,4554,Night,Early Morning,25,Economy
18667,6E-886,Bangalore,435,1-stop,Mumbai,4819,Morning,Evening,25,Economy
18668,6E-841,Bangalore,295,1-stop,Mumbai,5127,Afternoon,Evening,25,Economy
18669,6E-131,Bangalore,255,1-stop,Mumbai,5178,Early Morning,Morning,25,Economy
18670,0,Bangalore,290,1-stop,Mumbai,5178,Evening,Night,25,Economy
18671,6E-379,Bangalore,305,1-stop,Mumbai,5178,Morning,Afternoon,25,Economy
18672,6E-6017,Bangalore,365,1-stop,Mumbai,5178,Evening,Night,25,Economy
18673,6E-807,Bangalore,410,1-stop,Mumbai,5178,Morning,Evening,25,Economy
18674,6E-131,Bangalore,445,1-stop,Mumbai,5178,Early Morning,Afternoon,25,Economy
18675,6E-806,Bangalore,450,1-stop,Mumbai,5178,Evening,Night,25,Economy
18676,6E-161,Bangalore,250,1-stop,Mumbai,5853,Afternoon,Evening,25,Economy
18677,6E-6345,Bangalore,300,1-stop,Mumbai,5853,Afternoon,Evening,25,Economy
18678,6E-7227,Bangalore,460,1-stop,Mumbai,7005,Early Morning,Afternoon,25,Economy
18679,6E-161,Bangalore,365,1-stop,Mumbai,7220,Afternoon,Evening,25,Economy
18680,6E-6345,Bangalore,415,1-stop,Mumbai,7220,Afternoon,Evening,25,Economy
18681,6E-6464,Bangalore,100,non-stop,Mumbai,2201,Early Morning,Early Morning,26,Economy
18682,6E-5365,Bangalore,110,non-stop,Mumbai,2201,Early Morning,Morning,26,Economy
18683,6E-5323,Bangalore,110,non-stop,Mumbai,2201,Morning,Morning,26,Economy
18684,6E-5389,Bangalore,110,non-stop,Mumbai,2201,Evening,Evening,26,Economy
18685,6E-5344,Bangalore,115,non-stop,Mumbai,2201,Night,Night,26,Economy
18686,6E-5203,Bangalore,120,non-stop,Mumbai,2201,Evening,Night,26,Economy
18687,6E-332,Bangalore,120,non-stop,Mumbai,2201,Night,Night,26,Economy
18688,6E-295,Bangalore,105,non-stop,Mumbai,2309,Evening,Evening,26,Economy
18689,6E-5399,Bangalore,110,non-stop,Mumbai,2572,Afternoon,Afternoon,26,Economy
18690,0,Bangalore,290,1-stop,Mumbai,3957,Evening,Night,26,Economy
18691,0,Bangalore,425,1-stop,Mumbai,3957,Evening,Night,26,Economy
18692,6E-806,Bangalore,450,1-stop,Mumbai,3957,Evening,Night,26,Economy
18693,6E-6257,Bangalore,235,1-stop,Mumbai,4190,Early Morning,Morning,26,Economy
18694,6E-6067,Bangalore,265,1-stop,Mumbai,4190,Evening,Night,26,Economy
18695,6E-6339,Bangalore,295,1-stop,Mumbai,4190,Early Morning,Morning,26,Economy
18696,6E-484,Bangalore,305,1-stop,Mumbai,4190,Early Morning,Afternoon,26,Economy
18697,6E-6257,Bangalore,365,1-stop,Mumbai,4190,Early Morning,Afternoon,26,Economy
18698,6E-6491,Bangalore,370,1-stop,Mumbai,4190,Afternoon,Evening,26,Economy
18699,6E-6339,Bangalore,425,1-stop,Mumbai,4190,Early Morning,Afternoon,26,Economy
18700,6E-6067,Bangalore,425,1-stop,Mumbai,4190,Evening,Night,26,Economy
18701,6E-113,Bangalore,250,1-stop,Mumbai,4349,Morning,Afternoon,26,Economy
18702,6E-113,Bangalore,350,1-stop,Mumbai,4349,Morning,Afternoon,26,Economy
18703,6E-6445,Bangalore,375,1-stop,Mumbai,4349,Early Morning,Afternoon,26,Economy
18704,6E-6212,Bangalore,250,1-stop,Mumbai,4554,Morning,Afternoon,26,Economy
18705,6E-841,Bangalore,295,1-stop,Mumbai,4554,Afternoon,Evening,26,Economy
18706,6E-541,Bangalore,345,1-stop,Mumbai,4554,Morning,Afternoon,26,Economy
18707,6E-841,Bangalore,355,1-stop,Mumbai,4554,Afternoon,Night,26,Economy
18708,6E-6017,Bangalore,365,1-stop,Mumbai,4554,Evening,Night,26,Economy
18709,6E-841,Bangalore,440,1-stop,Mumbai,4554,Afternoon,Night,26,Economy
18710,6E-638,Bangalore,245,1-stop,Mumbai,4819,Evening,Night,26,Economy
18711,6E-886,Bangalore,435,1-stop,Mumbai,4819,Morning,Evening,26,Economy
18712,6E-131,Bangalore,255,1-stop,Mumbai,5178,Early Morning,Morning,26,Economy
18713,6E-379,Bangalore,305,1-stop,Mumbai,5178,Morning,Afternoon,26,Economy
18714,6E-807,Bangalore,410,1-stop,Mumbai,5178,Morning,Evening,26,Economy
18715,6E-131,Bangalore,445,1-stop,Mumbai,5178,Early Morning,Afternoon,26,Economy
18716,6E-161,Bangalore,250,1-stop,Mumbai,6748,Afternoon,Evening,26,Economy
18717,6E-6345,Bangalore,300,1-stop,Mumbai,6748,Afternoon,Evening,26,Economy
18718,6E-161,Bangalore,365,1-stop,Mumbai,7220,Afternoon,Evening,26,Economy
18719,6E-6345,Bangalore,415,1-stop,Mumbai,7220,Afternoon,Evening,26,Economy
18720,6E-6464,Bangalore,100,non-stop,Mumbai,2201,Early Morning,Early Morning,27,Economy
18721,6E-295,Bangalore,105,non-stop,Mumbai,2201,Evening,Evening,27,Economy
18722,6E-5365,Bangalore,110,non-stop,Mumbai,2201,Early Morning,Morning,27,Economy
18723,6E-5323,Bangalore,110,non-stop,Mumbai,2201,Morning,Morning,27,Economy
18724,6E-5399,Bangalore,110,non-stop,Mumbai,2201,Afternoon,Afternoon,27,Economy
18725,6E-5389,Bangalore,110,non-stop,Mumbai,2201,Evening,Evening,27,Economy
18726,6E-5344,Bangalore,115,non-stop,Mumbai,2201,Night,Night,27,Economy
18727,6E-5203,Bangalore,120,non-stop,Mumbai,2201,Evening,Night,27,Economy
18728,6E-332,Bangalore,120,non-stop,Mumbai,2201,Night,Night,27,Economy
18729,6E-161,Bangalore,365,1-stop,Mumbai,3957,Afternoon,Evening,27,Economy
18730,6E-6345,Bangalore,415,1-stop,Mumbai,3957,Afternoon,Evening,27,Economy
18731,0,Bangalore,425,1-stop,Mumbai,3957,Evening,Night,27,Economy
18732,6E-6257,Bangalore,235,1-stop,Mumbai,4190,Early Morning,Morning,27,Economy
18733,6E-638,Bangalore,245,1-stop,Mumbai,4190,Evening,Night,27,Economy
18734,6E-6067,Bangalore,265,1-stop,Mumbai,4190,Evening,Night,27,Economy
18735,6E-484,Bangalore,305,1-stop,Mumbai,4190,Early Morning,Afternoon,27,Economy
18736,6E-6257,Bangalore,365,1-stop,Mumbai,4190,Early Morning,Afternoon,27,Economy
18737,6E-6491,Bangalore,370,1-stop,Mumbai,4190,Afternoon,Evening,27,Economy
18738,6E-6067,Bangalore,425,1-stop,Mumbai,4190,Evening,Night,27,Economy
18739,6E-6491,Bangalore,460,1-stop,Mumbai,4190,Afternoon,Night,27,Economy
18740,6E-6445,Bangalore,375,1-stop,Mumbai,4349,Early Morning,Afternoon,27,Economy
18741,6E-841,Bangalore,355,1-stop,Mumbai,4554,Afternoon,Night,27,Economy
18742,6E-6017,Bangalore,365,1-stop,Mumbai,4554,Evening,Night,27,Economy
18743,6E-841,Bangalore,440,1-stop,Mumbai,4554,Afternoon,Night,27,Economy
18744,6E-357,Bangalore,460,1-stop,Mumbai,4554,Night,Early Morning,27,Economy
18745,6E-113,Bangalore,350,1-stop,Mumbai,4760,Morning,Afternoon,27,Economy
